file,verdict_scaled,verdict_unscaled,changed_cols,ext_scaled,size_bytes_scaled,status_scaled,searchable_scaled,programmatic_scaled,text_extractable_scaled,is_structured_scaled,page_or_sheet_count_scaled,attachment_count_scaled,estimated_entities_scaled,estimate_truncated_scaled,bde_person_count_scaled,bde_confirmed_scaled,entity_bucket_scaled,entities_found_scaled,value_signal_scaled,pi_categories_scaled,is_bde_scaled,complexity_bucket_scaled,ambiguity_scaled,llm_consulted_scaled,llm_responsive_scaled,llm_tokens_scaled,suggested_lane_scaled,detail_scaled,ocr_attempted_scaled,ocr_scaled,ocr_pages_scaled,img_ocr_qualifying_scaled,img_ocr_calls_scaled,img_ocr_ok_scaled,img_decode_failed_scaled,di_calls_scaled,elapsed_s_scaled,nr_stage1_scaled,bde_stage1_scaled,s2_ran_scaled,s2_skip_reason_scaled,s2_llm_consulted_scaled,s2_llm_responsiveness_scaled,s2_llm_responsive_scaled,s2_llm_tokens_scaled,s2_is_bde_scaled,s2_lane_scaled,s2_nr_scaled,s2_detail_scaled,llm_tokens_total_scaled,ext_unscaled,size_bytes_unscaled,status_unscaled,searchable_unscaled,programmatic_unscaled,text_extractable_unscaled,is_structured_unscaled,page_or_sheet_count_unscaled,attachment_count_unscaled,estimated_entities_unscaled,estimate_truncated_unscaled,bde_person_count_unscaled,bde_confirmed_unscaled,entity_bucket_unscaled,entities_found_unscaled,value_signal_unscaled,pi_categories_unscaled,is_bde_unscaled,complexity_bucket_unscaled,ambiguity_unscaled,llm_consulted_unscaled,llm_responsive_unscaled,llm_tokens_unscaled,suggested_lane_unscaled,detail_unscaled,ocr_attempted_unscaled,ocr_unscaled,ocr_pages_unscaled,img_ocr_qualifying_unscaled,img_ocr_calls_unscaled,img_ocr_ok_unscaled,img_decode_failed_unscaled,di_calls_unscaled,elapsed_s_unscaled,nr_stage1_unscaled,bde_stage1_unscaled,s2_ran_unscaled,s2_skip_reason_unscaled,s2_llm_consulted_unscaled,s2_llm_responsiveness_unscaled,s2_llm_responsive_unscaled,s2_llm_tokens_unscaled,s2_is_bde_unscaled,s2_lane_unscaled,s2_nr_unscaled,s2_detail_unscaled,llm_tokens_total_unscaled
CNG_Data2k_variance/files/Q00897.01-0000292534.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,1313,ok,True,False,text,False,1,0,1,False,0,False,0-10,Name | Money/Amount,True,Financial Account Information,False,,ambiguous,True,yes,3785,standard,,False,False,0,0,0,0,0,0,2.232,False,False,True,,True,likely_no,no,3845,False,likely_non_responsive,True,,7630,.pdf,1313,ok,True,False,text,False,1,0,1,False,0,False,0-10,Name | Money/Amount,True,Financial Account Information,False,,ambiguous,True,yes,2005,standard,,False,False,0,0,0,0,0,0,1.997,False,False,True,,True,likely_yes,yes,2195,False,standard,False,,4200
CNG_Data2k_variance/files/Q00897.01-0000293090.PDF,nr,responsive,"estimated_entities,bde_person_count,bde_confirmed,entity_bucket,entities_found,value_signal,is_bde,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,detail,elapsed_s,nr_stage1,bde_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,llm_tokens_total",.pdf,144514,ok,True,False,text,False,7,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.525,True,False,False,stage1_nr,False,,,0,False,,False,,0,.pdf,144514,ok,True,False,text,False,7,0,384,False,384,True,100+,Name | Money/Amount,True,Financial Account Information,True,,ambiguous,True,yes,24961,bde,bde_llm_count_roster,False,False,0,0,0,0,0,0,35.962,False,True,True,,True,clear_yes,yes,14254,True,bde,False,,39215
CNG_Data2k_variance/files/Q00897.01-0000293104.PDF,nr,responsive,"estimated_entities,bde_person_count,bde_confirmed,entity_bucket,entities_found,value_signal,is_bde,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,detail,elapsed_s,nr_stage1,bde_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,llm_tokens_total",.pdf,3947839,ok,True,False,text,False,27,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,3.731,True,False,False,stage1_nr,False,,,0,False,,False,,0,.pdf,3947839,ok,True,False,text,False,27,0,1118,False,1118,True,100+,Name | Money/Amount,True,Financial Account Information,True,,ambiguous,True,yes,31670,bde,bde_llm_count_roster,False,False,0,0,0,0,0,0,30.187,False,True,True,,True,clear_yes,yes,17360,True,bde,False,,49030
CNG_Data2k_variance/files/Q00897.01-0000293926.PDF,nr,responsive,"estimated_entities,bde_person_count,bde_confirmed,entity_bucket,entities_found,value_signal,is_bde,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,detail,elapsed_s,nr_stage1,bde_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,llm_tokens_total",.pdf,3756836,ok,True,False,text,False,26,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,3.728,True,False,False,stage1_nr,False,,,0,False,,False,,0,.pdf,3756836,ok,True,False,text,False,26,0,1087,False,1087,True,100+,Name | Money/Amount,True,Financial Account Information,True,,ambiguous,True,yes,30039,bde,bde_llm_count_roster,False,False,0,0,0,0,0,0,54.931,False,True,True,,True,clear_yes,yes,17336,True,bde,False,,47375
CNG_Data2k_variance/files/Q00897.01-0000294501.PDF,nr,responsive,"estimated_entities,bde_person_count,bde_confirmed,entity_bucket,entities_found,value_signal,is_bde,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,detail,elapsed_s,nr_stage1,bde_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,llm_tokens_total",.pdf,1626754,ok,True,False,text,False,10,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,1.804,True,False,False,stage1_nr,False,,,0,False,,False,,0,.pdf,1626754,ok,True,False,text,False,10,0,347,False,347,True,100+,Name | Money/Amount,True,Financial Account Information,True,,ambiguous,True,yes,32003,bde,bde_llm_count_roster,False,False,0,0,0,0,0,0,23.903,False,True,True,,True,clear_yes,yes,17405,True,bde,False,,49408
CNG_Data2k_variance/files/Q00897.01-0000294529.PDF,nr,responsive,"estimated_entities,bde_person_count,bde_confirmed,entity_bucket,entities_found,value_signal,is_bde,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,detail,elapsed_s,nr_stage1,bde_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,llm_tokens_total",.pdf,346102,ok,True,False,text,False,3,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.467,True,False,False,stage1_nr,False,,,0,False,,False,,0,.pdf,346102,ok,True,False,text,False,3,0,11,False,5,True,10-20,Name | Money/Amount,True,Financial Account Information,True,,ambiguous,True,yes,8055,bde,bde_llm_count_roster,False,False,0,0,0,0,0,0,5.184,False,True,True,,True,likely_yes,yes,4655,True,bde,False,,12710
CNG_Data2k_variance/files/Q00897.01-0000294628.PDF,nr,responsive,"estimated_entities,llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,143739,ok,True,False,text,False,2,0,1,False,0,False,0-10,Name | Address | Phone | Account Balance | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,4722,standard,"img_ocr:p1,p1(2/2,+35chars)",False,False,0,2,2,2,0,2,11.082,False,False,True,,True,likely_no,no,4778,False,likely_non_responsive,True,,9500,.pdf,143739,ok,True,False,text,False,2,0,2,False,0,False,0-10,Name | Address | Phone | Account Balance | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,2944,standard,"img_ocr:p1,p1(2/2,+35chars)",False,False,0,2,2,2,0,2,10.913,False,False,True,,True,clear_yes,yes,3107,False,standard,False,,6051
CNG_Data2k_variance/files/Q00897.01-0000295677.DOCX,nr,responsive,"estimated_entities,llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.docx,65585,ok,True,False,text,False,0,0,2,False,0,False,0-10,Name | Address | Email | Phone,True,Contact Information,False,,ambiguous,True,yes,3958,standard,,False,False,0,0,0,0,0,0,2.986,False,False,True,,True,likely_no,no,4033,False,likely_non_responsive,True,,7991,.docx,65585,ok,True,False,text,False,0,0,4,False,0,False,0-10,Name | Address | Email | Phone,True,Contact Information,False,,ambiguous,True,yes,2189,standard,,False,False,0,0,0,0,0,0,1.682,False,False,True,,True,clear_yes,yes,2361,False,standard,False,,4550
CNG_Data2k_variance/files/Q00897.01-0000295833.PDF,nr,responsive,"estimated_entities,bde_person_count,bde_confirmed,is_bde,llm_tokens,suggested_lane,detail,elapsed_s,bde_stage1,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.pdf,1101072,ok,True,False,text,False,4,0,2,False,0,False,0-10,Name | Address | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,4752,standard,,False,False,0,0,0,0,0,0,3.704,False,False,True,,True,likely_no,no,4827,False,likely_non_responsive,True,,9579,.pdf,1101072,ok,True,False,text,False,4,0,7,False,3,True,0-10,Name | Address | Money/Amount,True,Contact Information | Financial Account Information,True,,ambiguous,True,yes,5130,bde,bde_llm_count_roster,False,False,0,0,0,0,0,0,4.672,False,True,True,,True,likely_yes,yes,3153,True,bde,False,,8283
CNG_Data2k_variance/files/Q00897.01-0000303945.PDF,nr,responsive,"estimated_entities,bde_person_count,entity_bucket,llm_tokens,detail,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.pdf,651881,ok,True,False,text,False,9,0,4,False,0,False,0-10,Name | Address | Email | Phone | Money/Amount | Health,True,Contact Information | Financial Account Information | Health-Related Information,False,,ambiguous,True,yes,7237,standard,,True,True,9,0,0,0,0,1,10.798,False,False,True,,True,likely_no,no,7276,False,likely_non_responsive,True,,14513,.pdf,651881,ok,True,False,text,False,9,0,14,False,4,False,10-20,Name | Address | Email | Phone | Money/Amount | Health,True,Contact Information | Financial Account Information | Health-Related Information,False,,ambiguous,True,yes,10115,standard,bde_llm_count,True,True,9,0,0,0,0,1,12.326,False,False,True,,True,likely_yes,yes,5642,True,bde,False,,15757
CNG_Data2k_variance/files/Q00897.01-0000303958.PDF,responsive,nr,"estimated_entities,bde_person_count,entity_bucket,llm_tokens,detail,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.pdf,440145,ok,True,False,text,False,7,0,5,False,0,False,0-10,Name | Address | Email | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,7119,standard,,True,True,7,0,0,0,0,1,12.242,False,False,True,,True,likely_yes,yes,7156,False,standard,False,,14275,.pdf,440145,ok,True,False,text,False,7,0,23,False,4,False,20-50,Name | Address | Email | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,9833,standard,bde_llm_count,True,True,7,0,0,0,0,1,11.727,False,False,True,,True,likely_no,no,5516,True,likely_non_responsive,True,,15349
CNG_Data2k_variance/files/Q00897.01-0000305509.CSV,nr,responsive,"bde_person_count,value_signal,llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.csv,14855,ok,True,True,text,True,0,0,117,False,3,False,100+,Name | Money/Amount | Work-Related,False,Financial Account Information | Work-Related Information,False,,ambiguous,True,yes,13467,standard,roster_by_rowcount bde_llm_count,False,False,0,0,0,0,0,0,4.137,False,False,True,,True,likely_no,no,7213,True,likely_non_responsive,True,,20680,.csv,14855,ok,True,True,text,True,0,0,117,False,0,False,100+,Name | Money/Amount | Work-Related,True,Financial Account Information | Work-Related Information,False,,ambiguous,True,yes,9900,standard,roster_by_rowcount bde_llm_count,False,False,0,0,0,0,0,0,3.893,False,False,True,,True,likely_yes,yes,5550,True,structured_bde,False,,15450
CNG_Data2k_variance/files/Q00897.01-0000310299.XLSX,nr,responsive,"estimated_entities,bde_person_count,entity_bucket,llm_tokens,detail,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.xlsx,248173,ok,True,True,text,True,6,0,2634,False,2634,True,100+,Name | Phone,True,Contact Information,True,,ambiguous,True,yes,10585,structured_bde,roster_by_rowcount bde_llm_count_roster,False,False,0,0,0,0,0,0,7.602,False,True,True,,True,likely_no,no,5764,True,likely_non_responsive,True,,16349,.xlsx,248173,ok,True,True,text,True,6,0,9,False,9,True,0-10,Name | Phone,True,Contact Information,True,,ambiguous,True,yes,7068,structured_bde,bde_llm_count_roster,False,False,0,0,0,0,0,0,5.643,False,True,True,,True,likely_yes,yes,4129,True,structured_bde,False,,11197
CNG_Data2k_variance/files/Q00897.01-0000321193.XML,nr,responsive,"estimated_entities,bde_person_count,entity_bucket,llm_tokens,detail,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.xml,176009,ok,True,False,text,False,0,0,1,False,0,False,0-10,Name | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,13203,standard,,False,False,0,0,0,0,0,0,12.145,False,False,True,,True,likely_no,no,13289,False,likely_non_responsive,True,,26492,.xml,176009,ok,True,False,text,False,0,0,16,False,1,False,10-20,Name | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,22017,standard,bde_llm_count,False,False,0,0,0,0,0,0,5.836,False,False,True,,True,likely_yes,yes,11640,True,bde,False,,33657
CNG_Data2k_variance/files/Q00897.01-0000326818.PDF,responsive,nr,"estimated_entities,bde_person_count,entity_bucket,llm_tokens,detail,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.pdf,408400,ok,True,False,text,False,121,0,4,False,0,False,0-10,Name | Address | Phone | Card/Transaction | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,17391,standard,,False,False,0,0,0,0,0,0,8.406,False,False,True,,True,likely_yes,yes,17525,False,standard,False,,34916,.pdf,408400,ok,True,False,text,False,121,0,16,False,1,False,10-20,Name | Address | Phone | Card/Transaction | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,30362,standard,bde_llm_count,False,False,0,0,0,0,0,0,17.286,False,False,True,,True,likely_no,no,15860,True,likely_non_responsive,True,,46222
CNG_Data2k_variance/files/Q00897.01-0000327638.PDF,nr,responsive,"entities_found,llm_responsive,llm_tokens,suggested_lane,elapsed_s,nr_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,llm_tokens_total",.pdf,2266571,ok,True,True,text,True,1,0,35,False,0,False,20-50,Address | Email | Phone | Bank/Account Number | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,7766,likely_non_responsive,bde_llm_count,True,True,1,0,0,0,0,1,10.323,True,False,False,stage1_nr,False,,,0,False,,False,,7766,.pdf,2266571,ok,True,True,text,True,1,0,35,False,0,False,20-50,Name | Address | Email | Phone | Bank/Account Number | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,4237,standard,bde_llm_count,True,True,1,0,0,0,0,1,10.035,False,False,True,,True,clear_yes,yes,2706,True,structured_bde,False,,6943
CNG_Data2k_variance/files/Q00897.01-0000327643.PDF,nr,responsive,"entities_found,llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.pdf,2431532,ok,True,True,text,True,1,0,37,False,0,False,20-50,Address | Email | Phone | Bank/Account Number | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,7798,standard,bde_llm_count,True,True,1,0,0,0,0,1,9.204,False,False,True,,True,clear_no,no,4354,False,likely_non_responsive,True,,12152,.pdf,2431532,ok,True,True,text,True,1,0,37,False,0,False,20-50,Name | Address | Email | Phone | Bank/Account Number | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,4254,standard,bde_llm_count,True,True,1,0,0,0,0,1,10.962,False,False,True,,True,likely_yes,yes,2709,True,structured_bde,False,,6963
CNG_Data2k_variance/files/Q00897.01-0000330235.0001.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.pdf,316618,ok,True,True,text,True,4,0,22,False,1,False,20-50,Name | Address | Phone | Bank/Account Number | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,8668,standard,bde_llm_count,True,True,4,0,0,0,0,1,12.742,False,False,True,,True,likely_no,no,4829,False,likely_non_responsive,True,,13497,.pdf,316618,ok,True,True,text,True,4,0,22,False,1,False,20-50,Name | Address | Phone | Bank/Account Number | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,5121,standard,bde_llm_count,True,True,4,0,0,0,0,1,8.781,False,False,True,,True,clear_yes,yes,3140,True,structured_bde,False,,8261
CNG_Data2k_variance/files/Q00897.01-0000341379.DOCX,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.docx,29457,ok,True,False,text,False,0,0,3,False,0,False,0-10,Name | Address | Phone,True,Contact Information,False,,ambiguous,True,yes,3891,standard,,False,False,0,0,0,0,0,0,3.278,False,False,True,,True,clear_no,no,3948,False,likely_non_responsive,True,,7839,.docx,29457,ok,True,False,text,False,0,0,3,False,0,False,0-10,Name | Address | Phone,True,Contact Information,False,,ambiguous,True,yes,2105,standard,,False,False,0,0,0,0,0,0,2.215,False,False,True,,True,clear_yes,yes,2279,False,standard,False,,4384
CNG_Data2k_variance/files/Q00897.01-0000341571.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,210016,ok,True,False,text,False,1,0,2,False,0,False,0-10,Name | Money/Amount | Student ID,True,Financial Account Information | Student-Related Information,False,,ambiguous,True,yes,3873,standard,,False,False,0,0,0,0,0,0,2.906,False,False,True,,True,likely_no,no,3945,False,likely_non_responsive,True,,7818,.pdf,210016,ok,True,False,text,False,1,0,2,False,0,False,0-10,Name | Money/Amount | Student ID,True,Financial Account Information | Student-Related Information,False,,ambiguous,True,yes,2078,standard,,False,False,0,0,0,0,0,0,2.436,False,False,True,,True,likely_yes,yes,2268,False,standard,False,,4346
CNG_Data2k_variance/files/Q00897.01-0000341657.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.pdf,43627,ok,True,True,text,True,1,0,17,False,1,False,10-20,Name | Address | Email | Money/Amount | Health | Student ID,True,Contact Information | Financial Account Information | Health-Related Information | Student-Related Information,False,,ambiguous,True,yes,7233,standard,bde_llm_count,True,True,1,0,0,0,0,1,14.666,False,False,True,,True,likely_no,no,4096,False,likely_non_responsive,True,,11329,.pdf,43627,ok,True,True,text,True,1,0,17,False,1,False,10-20,Name | Address | Email | Money/Amount | Health | Student ID,True,Contact Information | Financial Account Information | Health-Related Information | Student-Related Information,False,,ambiguous,True,yes,3659,standard,bde_llm_count,True,True,1,0,0,0,0,1,7.196,False,False,True,,True,clear_yes,yes,2419,True,structured_bde,False,,6078
CNG_Data2k_variance/files/Q00897.01-0000341762.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.pdf,128395,ok,True,True,text,True,2,0,11,False,1,False,10-20,Name | Email | Phone | Account Balance | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,7580,standard,bde_llm_count,True,True,2,0,0,0,0,1,12.024,False,False,True,,True,likely_no,no,4300,False,likely_non_responsive,True,,11880,.pdf,128395,ok,True,True,text,True,2,0,11,False,1,False,10-20,Name | Email | Phone | Account Balance | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,4023,standard,bde_llm_count,True,True,2,0,0,0,0,1,9.992,False,False,True,,True,likely_yes,yes,2614,True,structured_bde,False,,6637
CNG_Data2k_variance/files/Q00897.01-0000342011.PDF,nr,responsive,"estimated_entities,bde_person_count,llm_tokens,detail,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.pdf,139011,ok,True,False,text,False,6,0,2,False,0,False,0-10,Name | Address | Phone,True,Contact Information,False,,ambiguous,True,yes,6131,standard,,False,False,0,0,0,0,0,0,3.189,False,False,True,,True,likely_no,no,6229,False,likely_non_responsive,True,,12360,.pdf,139011,ok,True,False,text,False,6,0,9,False,2,False,0-10,Name | Address | Phone,True,Contact Information,False,,ambiguous,True,yes,7917,standard,bde_llm_count,False,False,0,0,0,0,0,0,4.254,False,False,True,,True,likely_yes,yes,4551,True,bde,False,,12468
CNG_Data2k_variance/files/Q00897.01-0000344646.PDF,nr,responsive,"estimated_entities,entities_found,value_signal,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,elapsed_s,nr_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,llm_tokens_total",.pdf,12247,ok,True,False,text,False,2,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.147,True,False,False,stage1_nr,False,,,0,False,,False,,0,.pdf,12247,ok,True,False,text,False,2,0,2,False,0,False,0-10,Name | Money/Amount,True,Financial Account Information,False,,ambiguous,True,yes,2928,standard,,False,False,0,0,0,0,0,0,4.942,False,False,True,,True,clear_yes,yes,3114,False,standard,False,,6042
CNG_Data2k_variance/files/Q00897.01-0000344665.PDF,nr,responsive,"estimated_entities,entities_found,value_signal,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,elapsed_s,nr_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,llm_tokens_total",.pdf,14085,ok,True,False,text,False,2,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.158,True,False,False,stage1_nr,False,,,0,False,,False,,0,.pdf,14085,ok,True,False,text,False,2,0,2,False,0,False,0-10,Name | Money/Amount,True,Financial Account Information,False,,ambiguous,True,yes,3148,standard,,False,False,0,0,0,0,0,0,3.131,False,False,True,,True,clear_yes,yes,3318,False,standard,False,,6466
CNG_Data2k_variance/files/Q00897.01-0000344885.PDF,nr,responsive,"estimated_entities,entities_found,value_signal,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,elapsed_s,nr_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,llm_tokens_total",.pdf,13486,ok,True,False,text,False,2,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.161,True,False,False,stage1_nr,False,,,0,False,,False,,0,.pdf,13486,ok,True,False,text,False,2,0,2,False,0,False,0-10,Name | Money/Amount,True,Financial Account Information,False,,ambiguous,True,yes,3060,standard,,False,False,0,0,0,0,0,0,2.952,False,False,True,,True,clear_yes,yes,3225,False,standard,False,,6285
CNG_Data2k_variance/files/Q00897.01-0000344947.PDF,nr,responsive,"estimated_entities,entities_found,value_signal,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,elapsed_s,nr_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,llm_tokens_total",.pdf,17888,ok,True,False,text,False,3,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.258,True,False,False,stage1_nr,False,,,0,False,,False,,0,.pdf,17888,ok,True,False,text,False,3,0,2,False,0,False,0-10,Name | Money/Amount,True,Financial Account Information,False,,ambiguous,True,yes,3561,standard,,False,False,0,0,0,0,0,0,2.687,False,False,True,,True,clear_yes,yes,3727,False,standard,False,,7288
CNG_Data2k_variance/files/Q00897.01-0000345330.PDF,nr,responsive,"estimated_entities,entities_found,value_signal,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,elapsed_s,nr_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,llm_tokens_total",.pdf,11943,ok,True,False,text,False,2,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.122,True,False,False,stage1_nr,False,,,0,False,,False,,0,.pdf,11943,ok,True,False,text,False,2,0,2,False,0,False,0-10,Name | Money/Amount,True,Financial Account Information,False,,ambiguous,True,yes,2788,standard,,False,False,0,0,0,0,0,0,4.888,False,False,True,,True,clear_yes,yes,2963,False,standard,False,,5751
CNG_Data2k_variance/files/Q00897.01-0000346057.PDF,nr,responsive,"estimated_entities,entities_found,value_signal,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,elapsed_s,nr_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,llm_tokens_total",.pdf,11950,ok,True,False,text,False,2,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.131,True,False,False,stage1_nr,False,,,0,False,,False,,0,.pdf,11950,ok,True,False,text,False,2,0,2,False,0,False,0-10,Name | Money/Amount,True,Financial Account Information,False,,ambiguous,True,yes,2786,standard,,False,False,0,0,0,0,0,0,2.394,False,False,True,,True,clear_yes,yes,2983,False,standard,False,,5769
